"인천","영흥","2020-07-20 01:00","0.003","0.2","0.029","0.004","15.0","5.0"
"강원","중앙로","2020-07-20 01:00","-1.0","0.2","0.008","0.005","28.0","9.0"
"강원","석사동","2020-07-20 01:00","0.001","0.4","0.004","0.007","26.0","8.0"
"강원","신사우동","2020-07-20 01:00","-1.0","0.4","0.006","0.002","14.0","-1.0"
"강원","온의동","2020-07-20 01:00","-1.0","0.3","0.003","0.004","21.0","5.0"
"강원","방산면","2020-07-20 01:00","0.001","0.5","0.0","0.001","24.0","7.0"
"강원","양구읍","2020-07-20 01:00","-1.0","0.5","0.002","0.003","35.0","13.0"
"강원","중앙동(원주)","2020-07-20 01:00","0.002","0.3","0.024","0.005","18.0","15.0"
"강원","반곡동","2020-07-20 01:00","0.002","0.3","0.017","0.004","17.0","12.0"
"강원","문막읍","2020-07-20 01:00","-1.0","0.2","0.021","0.003","20.0","12.0"
"강원","옥천동","2020-07-20 01:00","0.003","0.7","0.006","0.019","34.0","15.0"
"강원","천곡동","2020-07-20 01:00","0.001","0.7","0.002","0.015","21.0","16.0"
"강원","남양동1","2020-07-20 01:00","0.002","0.5","0.002","0.014","21.0","15.0"
"강원","평창읍","2020-07-20 01:00","0.003","0.3","0.016","0.005","26.0","12.0"
"강원","북평면","2020-07-20 01:00","0.001","0.2","0.024","0.001","15.0","11.0"
"강원","정선읍","2020-07-20 01:00","0.002","0.8","0.029","0.005","15.0","9.0"
"강원","간성읍","2020-07-20 01:00","0.001","0.8","0.028","0.001","18.0","12.0"
"강원","치악산","2020-07-20 01:00","0.002","0.1","0.008","0.008","16.0","15.0"
"강원","횡성군","2020-07-20 01:00","-1.0","0.5","0.007","0.008","24.0","2.0"
"강원","상리","2020-07-20 01:00","0.001","0.4","0.004","0.002","9.0","-1.0"
"강원","양양군","2020-07-20 01:00","0.001","0.5","0.003","0.004","18.0","12.0"
"강원","속초시(금호동)","2020-07-20 01:00","0.004","0.3","0.019","0.008","31.0","18.0"
"강원","갈말읍","2020-07-20 01:00","0.003","0.3","0.033","0.002","19.0","12.0"
"강원","홍천읍","2020-07-20 01:00","0.003","0.4","0.004","0.01","22.0","12.0"
"강원","영월읍","2020-07-20 01:00","-1.0","0.2","0.012","0.004","25.0","7.0"
"강원","화천군","2020-07-20 01:00","-1.0","0.9","0.003","0.002","26.0","1.0"
"강원","태백시","2020-07-20 01:00","0.002","-1.0","0.024","0.0","9.0","7.0"
"강원","인제군","2020-07-20 01:00","-1.0","0.4","0.006","0.002","27.0","8.0"
"충남","성황동","2020-07-20 01:00","0.002","0.6","0.022","0.009","20.0","10.0"
"충남","백석동","2020-07-20 01:00","0.002","0.4","0.02","0.008","22.0","8.0"
"충남","성성동","2020-07-20 01:00","0.003","0.3","0.025","0.007","20.0","12.0"
"충남","성거읍","2020-07-20 01:00","0.002","0.2","0.027","0.005","17.0","6.0"
"충남","신방동","2020-07-20 01:00","0.003","0.3","0.023","0.005","24.0","17.0"
"충남","사곡면","2020-07-20 01:00","0.001","0.1","0.027","0.002","24.0","17.0"
"충남","공주","2020-07-20 01:00","0.003","0.2","0.028","0.002","17.0","7.0"
"충남","탄천면","2020-07-20 01:00","0.003","0.2","0.033","0.003","16.0","16.0"
"충남","부여읍","2020-07-20 01:00","0.003","0.4","0.025","0.005","30.0","11.0"
"충남","독곶리","2020-07-20 01:00","0.002","0.4","0.03","0.003","18.0","10.0"
"충남","동문동","2020-07-20 01:00","0.002","0.4","0.023","0.003","19.0","1.0"
"충남","대산리","2020-07-20 01:00","0.003","0.6","0.029","0.004","8.0","2.0"
"충남","성연면","2020-07-20 01:00","0.002","0.2","0.037","0.003","16.0","4.0"
"충남","송산면","2020-07-20 01:00","0.002","0.3","0.032","0.004","15.0","9.0"
"충남","당진시청사","2020-07-20 01:00","0.003","0.2","0.033","0.003","22.0","8.0"
"충남","모종동","2020-07-20 01:00","0.003","0.2","0.035","0.003","19.0","8.0"
"충남","배방읍","2020-07-20 01:00","-1.0","0.2","0.065","0.005","21.0","11.0"
"충남","도고면","2020-07-20 01:00","0.003","0.2","0.031","0.003","23.0","9.0"
"충남","둔포면","2020-07-20 01:00","0.003","0.2","0.024","0.006","21.0","6.0"
"충남","인주면","2020-07-20 01:00","0.003","0.1","0.034","0.002","19.0","6.0"
"충남","논산","2020-07-20 01:00","0.003","0.3","0.025","0.004","29.0","4.0"
"충남","파도리","2020-07-20 01:00","0.001","0.1","0.03","0.001","19.0","16.0"
"충남","이원면","2020-07-20 01:00","0.002","0.4","0.029","0.003","13.0","4.0"
"충남","태안읍","2020-07-20 01:00","0.002","0.4","0.032","0.003","18.0","3.0"
"충남","예산군","2020-07-20 01:00","0.004","0.2","0.043","0.002","15.0","9.0"
"충남","대천2동","2020-07-20 01:00","0.003","0.5","0.053","0.002","26.0","5.0"
"충남","주교면","2020-07-20 01:00","0.002","0.2","0.022","0.003","22.0","12.0"
"충남","홍성읍","2020-07-20 01:00","0.003","0.2","0.054","0.002","19.0","7.0"
"충남","내포","2020-07-20 01:00","0.002","0.3","0.033","0.003","10.0","7.0"
"충남","금산읍","2020-07-20 01:00","0.003","0.1","0.029","0.003","21.0","11.0"
"충남","청양읍","2020-07-20 01:00","0.003","0.2","0.03","0.003","18.0","8.0"
"충남","엄사면","2020-07-20 01:00","0.003","0.3","0.028","0.003","16.0","5.0"
"충남","서천읍","2020-07-20 01:00","0.002","0.2","0.033","0.003","15.0","8.0"
"충남","서면","2020-07-20 01:00","0.003","0.3","0.032","0.005","25.0","7.0"
"충남","장항읍","2020-07-20 01:00","0.002","0.1","0.033","0.003","19.0","4.0"
"대전","읍내동","2020-07-20 01:00","0.001","0.4","0.024","0.01","-1.0","10.0"
"대전","문평동","2020-07-20 01:00","0.002","0.2","0.015","0.011","10.0","8.0"
"대전","문창동","2020-07-20 01:00","0.002","0.3","0.027","0.003","-1.0","4.0"
"대전","구성동","2020-07-20 01:00","0.002","0.2","0.028","0.006","9.0","6.0"
"대전","노은동","2020-07-20 01:00","0.008","0.2","0.025","0.007","-1.0","17.0"
"대전","상대동(대전)","2020-07-20 01:00","0.002","0.2","0.035","0.002","10.0","8.0"
"대전","대흥동1","2020-07-20 01:00","0.004","0.1","0.024","0.005","6.0","-1.0"
"대전","성남동1","2020-07-20 01:00","0.002","0.2","0.032","0.003","12.0","6.0"
"대전","대성동","2020-07-20 01:00","-1.0","0.2","0.031","0.002","-1.0","7.0"
"대전","정림동","2020-07-20 01:00","0.001","0.2","0.026","0.004","-1.0","7.0"
"대전","둔산동","2020-07-20 01:00","0.001","0.3","0.032","0.005","13.0","6.0"
"대전","월평동","2020-07-20 01:00","0.002","0.4","0.022","0.004","-1.0","9.0"
"충북","송정동(봉명동)","2020-07-20 01:00","0.002","0.4","0.02","0.004","19.0","16.0"
"충북","사천동","2020-07-20 01:00","0.002","0.2","0.019","0.003","13.0","9.0"
"충북","용담동","2020-07-20 01:00","0.004","0.1","0.023","0.004","19.0","7.0"
"충북","용암동","2020-07-20 01:00","0.003","0.3","0.018","0.007","25.0","1.0"
"충북","복대동","2020-07-20 01:00","0.003","0.3","0.015","0.007","15.0","9.0"
"충북","호암동","2020-07-20 01:00","0.002","0.3","0.02","0.004","17.0","14.0"
"충북","칠금동","2020-07-20 01:00","0.003","0.2","0.022","0.005","16.0","10.0"
"충북","중앙탑면","2020-07-20 01:00","0.003","0.5","0.019","0.007","23.0","13.0"
"충북","살미면","2020-07-20 01:00","0.003","0.4","0.019","0.005","27.0","12.0"
"충북","장락동","2020-07-20 01:00","0.002","0.6","0.02","0.004","19.0","15.0"
"충북","영천동","2020-07-20 01:00","0.003","0.4","0.012","0.013","20.0","13.0"
"충북","청풍면","2020-07-20 01:00","-1.0","0.4","0.016","0.005","13.0","10.0"
"충북","오창읍","2020-07-20 01:00","0.003","0.2","0.018","0.009","-1.0","18.0"
"충북","산남동","2020-07-20 01:00","0.002","0.2","0.023","0.005","17.0","12.0"
"충북","오송읍","2020-07-20 01:00","0.003","0.2","0.011","0.011","19.0","13.0"
"충북","가덕면","2020-07-20 01:00","0.003","0.2","0.019","0.006","21.0","15.0"
"충북","매포읍","2020-07-20 01:00","0.003","0.3","0.01","0.003","-1.0","11.0"
"충북","단성면","2020-07-20 01:00","0.002","0.2","0.024","0.002","12.0","8.0"
"충북","단양읍","2020-07-20 01:00","0.003","0.0","0.024","0.004","16.0","10.0"
"충북","청천면","2020-07-20 01:00","0.0","0.2","0.02","0.003","-1.0","-1.0"
"충북","괴산읍","2020-07-20 01:00","0.003","0.3","0.024","0.003","21.0","12.0"
"충북","감물면","2020-07-20 01:00","-1.0","0.2","0.026","0.003","-1.0","14.0"
"충북","진천읍","2020-07-20 01:00","0.002","0.3","0.013","0.009","19.0","18.0"
"충북","덕산읍","2020-07-20 01:00","0.002","0.3","0.023","0.002","17.0","6.0"
"충북","금왕","2020-07-20 01:00","0.002","0.3","0.027","0.003","26.0","14.0"
